twinType,twinId,executionId,timestamp,xPos
PT,XXXCarPT,1627484055,16274848860,5.8615
PT,XXXCarPT,1627484055,16274848870,5.7056
PT,XXXCarPT,1627484055,16274848880,5.5557
PT,XXXCarPT,1627484055,16274848890,5.4032
PT,XXXCarPT,1627484055,16274848900,5.2541
PT,XXXCarPT,1627484055,16274848910,4.9982
PT,XXXCarPT,1627484055,16274848920,4.9982
PT,XXXCarPT,1627484055,16274848930,4.9982
PT,XXXCarPT,1627484055,16274848940,4.9982
PT,XXXCarPT,1627484055,16274848950,4.9999
PT,XXXCarPT,1627484055,16274848960,4.996
PT,XXXCarPT,1627484055,16274848970,4.9978
PT,XXXCarPT,1627484055,16274848980,4.9987
PT,XXXCarPT,1627484055,16274848990,5.0041
PT,XXXCarPT,1627484055,16274849000,5.0025
PT,XXXCarPT,1627484055,16274849010,4.9995
PT,XXXCarPT,1627484055,16274849020,5.0028
PT,XXXCarPT,1627484055,16274849030,5.0016
PT,XXXCarPT,1627484055,16274849040,5.001
PT,XXXCarPT,1627484055,16274849050,5.0045
PT,XXXCarPT,1627484055,16274849060,4.9998
PT,XXXCarPT,1627484055,16274849070,4.9973
PT,XXXCarPT,1627484055,16274849080,5.0047
PT,XXXCarPT,1627484055,16274849090,4.9959
PT,XXXCarPT,1627484055,16274849100,4.9978
PT,XXXCarPT,1627484055,16274849110,4.9962
PT,XXXCarPT,1627484055,16274849120,5.0017
PT,XXXCarPT,1627484055,16274849130,5.0027
PT,XXXCarPT,1627484055,16274849140,4.9963
PT,XXXCarPT,1627484055,16274849150,5.0011
PT,XXXCarPT,1627484055,16274849160,5.0048
PT,XXXCarPT,1627484055,16274849170,4.9966
PT,XXXCarPT,1627484055,16274849180,4.9961
PT,XXXCarPT,1627484055,16274849190,4.9982
PT,XXXCarPT,1627484055,16274849200,4.9966
PT,XXXCarPT,1627484055,16274849210,5.0026
PT,XXXCarPT,1627484055,16274849220,5.0025
PT,XXXCarPT,1627484055,16274849230,5.0012
PT,XXXCarPT,1627484055,16274849240,4.9955
PT,XXXCarPT,1627484055,16274849250,5.0005
PT,XXXCarPT,1627484055,16274849260,4.9995
PT,XXXCarPT,1627484055,16274849270,5.0006
PT,XXXCarPT,1627484055,16274849280,5.0039
PT,XXXCarPT,1627484055,16274849290,5.0045
PT,XXXCarPT,1627484055,16274849300,4.9958
PT,XXXCarPT,1627484055,16274849310,4.9972
PT,XXXCarPT,1627484055,16274849320,4.9958
PT,XXXCarPT,1627484055,16274849330,5.0034
PT,XXXCarPT,1627484055,16274849340,4.9974
PT,XXXCarPT,1627484055,16274849350,5.0019
PT,XXXCarPT,1627484055,16274849360,5.0049
PT,XXXCarPT,1627484055,16274849370,4.9954
PT,XXXCarPT,1627484055,16274849380,4.9959
PT,XXXCarPT,1627484055,16274849390,5.004
PT,XXXCarPT,1627484055,16274849400,4.9978
PT,XXXCarPT,1627484055,16274849410,4.999
PT,XXXCarPT,1627484055,16274849420,4.9975
PT,XXXCarPT,1627484055,16274849430,5.0045
PT,XXXCarPT,1627484055,16274849440,4.9999
PT,XXXCarPT,1627484055,16274849450,4.9999
PT,XXXCarPT,1627484055,16274849460,4.9999
